variant,canonical,verdict,note
escarp,scarp,variant,the variant column is the nonstandard spelling
narwhale,narwhal,variant,the variant column is the nonstandard spelling
phenylamine,aniline,unrelated,not a spelling pair
androgeny,androgyny,unrelated,not a spelling pair
sextette,sextet,variant,the variant column is the nonstandard spelling
boccie,bocce,variant,the variant column is the nonstandard spelling
borsh,borscht,variant,the variant column is the nonstandard spelling
borshch,borscht,variant,the variant column is the nonstandard spelling
borsht,borscht,variant,the variant column is the nonstandard spelling
bortsch,borscht,variant,the variant column is the nonstandard spelling
tzetze,tsetse,variant,the variant column is the nonstandard spelling
eyry,eyrie,variant,the variant column is the nonstandard spelling
hyalin,hyaline,variant,the variant column is the nonstandard spelling
lichee,lychee,variant,the variant column is the nonstandard spelling
lichi,lychee,variant,the variant column is the nonstandard spelling
litchee,lychee,variant,the variant column is the nonstandard spelling
manticora,manticore,variant,the variant column is the nonstandard spelling
cartouch,cartouche,variant,the variant column is the nonstandard spelling
octette,octet,variant,the variant column is the nonstandard spelling
thrombopenia,thrombocytopenia,variant,the variant column is the nonstandard spelling
croupe,croup,variant,the variant column is the nonstandard spelling
groundkeeper,groundskeeper,variant,the variant column is the nonstandard spelling
cytol,cytology,unrelated,not a spelling pair
recission,rescission,variant,the variant column is the nonstandard spelling
spawl,spall,unrelated,not a spelling pair
saddhu,sadhu,variant,the variant column is the nonstandard spelling
shmaltz,schmaltz,variant,the variant column is the nonstandard spelling
townee,townie,variant,the variant column is the nonstandard spelling
ablism,ableism,variant,the variant column is the nonstandard spelling
undiscipline,indiscipline,variant,the variant column is the nonstandard spelling
incumbrance,encumbrance,variant,the variant column is the nonstandard spelling
fakeer,fakir,variant,the variant column is the nonstandard spelling
faquir,fakir,variant,the variant column is the nonstandard spelling
pilaff,pilaf,variant,the variant column is the nonstandard spelling
pilaw,pilaf,variant,the variant column is the nonstandard spelling
scampo,scampi,variant,the variant column is the nonstandard spelling
kotow,kowtow,variant,the variant column is the nonstandard spelling
olefine,olefin,variant,the variant column is the nonstandard spelling
stymy,stymie,variant,the variant column is the nonstandard spelling
capibara,capybara,variant,the variant column is the nonstandard spelling
coalescency,coalescence,variant,the variant column is the nonstandard spelling
varment,varmint,variant,the variant column is the nonstandard spelling
camass,camas,variant,camas is the usual spelling
jaggary,jaggery,variant,the variant column is the nonstandard spelling
jagghery,jaggery,variant,the variant column is the nonstandard spelling
lagend,lagan,variant,the variant column is the nonstandard spelling
ligan,lagan,variant,the variant column is the nonstandard spelling
quamash,camas,variant,the variant column is the nonstandard spelling
shovelboard,shuffleboard,variant,the variant column is the nonstandard spelling
intrenchment,entrenchment,variant,the variant column is the nonstandard spelling
koodoo,kudu,variant,the variant column is the nonstandard spelling
koudou,kudu,variant,the variant column is the nonstandard spelling
noviciate,novitiate,variant,the variant column is the nonstandard spelling
palankeen,palanquin,variant,the variant column is the nonstandard spelling
doyly,doily,variant,the variant column is the nonstandard spelling
continency,continence,variant,the variant column is the nonstandard spelling
eurhythmics,eurythmics,variant,the variant column is the nonstandard spelling
grummet,grommet,variant,the variant column is the nonstandard spelling
calcedony,chalcedony,variant,the variant column is the nonstandard spelling
rivetter,riveter,variant,the variant column is the nonstandard spelling
sambur,sambar,variant,the variant column is the nonstandard spelling
shophar,shofar,variant,the variant column is the nonstandard spelling
trebucket,trebuchet,variant,the variant column is the nonstandard spelling
pappoose,papoose,variant,the variant column is the nonstandard spelling
hallah,challah,variant,the variant column is the nonstandard spelling
katabolism,catabolism,variant,the variant column is the nonstandard spelling
mandioc,manioc,variant,the variant column is the nonstandard spelling
manioca,manioc,variant,the variant column is the nonstandard spelling
marqueterie,marquetry,variant,the variant column is the nonstandard spelling
ampul,ampoule,variant,the variant column is the nonstandard spelling
summarisation,summarization,variant,the variant column is the nonstandard spelling
zikkurat,ziggurat,variant,the variant column is the nonstandard spelling
zikurat,ziggurat,variant,the variant column is the nonstandard spelling
fluoresceine,fluorescein,variant,the variant column is the nonstandard spelling
pedagog,pedagogue,reverse,the canonical column is the nonstandard spelling
bulghur,bulgur,variant,the variant column is the nonstandard spelling
carack,carrack,variant,the variant column is the nonstandard spelling
clearstory,clerestory,variant,the variant column is the nonstandard spelling
cazique,cacique,variant,the variant column is the nonstandard spelling
gaolbird,jailbird,variant,the variant column is the nonstandard spelling
halliard,halyard,variant,the variant column is the nonstandard spelling
dammar,damar,variant,the variant column is the nonstandard spelling
orthopaedist,orthopedist,variant,the variant column is the nonstandard spelling
paederasty,pederasty,variant,the variant column is the nonstandard spelling
quahaug,quahog,variant,the variant column is the nonstandard spelling
esthete,aesthete,reverse,the canonical column is the nonstandard spelling
hyperlipemia,hyperlipidemia,variant,the variant column is the nonstandard spelling
maisonnette,maisonette,variant,the variant column is the nonstandard spelling
ragee,ragi,variant,the variant column is the nonstandard spelling
shlep,schlep,variant,the variant column is the nonstandard spelling
anomy,anomie,variant,the variant column is the nonstandard spelling
kelpy,kelpie,variant,the variant column is the nonstandard spelling
souvlakia,souvlaki,variant,the variant column is the nonstandard spelling
tzarina,tsarina,variant,the variant column is the nonstandard spelling
lungyi,lungi,variant,the variant column is the nonstandard spelling
immanency,immanence,variant,the variant column is the nonstandard spelling
malemute,malamute,variant,the variant column is the nonstandard spelling
cyanite,kyanite,variant,the variant column is the nonstandard spelling
entoderm,endoderm,variant,the variant column is the nonstandard spelling
maharanee,maharani,variant,the variant column is the nonstandard spelling
cheloid,keloid,variant,the variant column is the nonstandard spelling
cockateel,cockatiel,variant,the variant column is the nonstandard spelling
yarmelke,yarmulke,variant,the variant column is the nonstandard spelling
yarmulka,yarmulke,variant,the variant column is the nonstandard spelling
plasticiser,plasticizer,variant,the variant column is the nonstandard spelling
wolfbane,wolfsbane,variant,the variant column is the nonstandard spelling
cadaster,cadastre,reverse,the canonical column is the nonstandard spelling
cumfrey,comfrey,variant,the variant column is the nonstandard spelling
dosemeter,dosimeter,variant,the variant column is the nonstandard spelling
frangipanni,frangipani,variant,the variant column is the nonstandard spelling
hyperidrosis,hyperhidrosis,variant,the variant column is the nonstandard spelling
millepede,millipede,variant,the variant column is the nonstandard spelling
milliped,millipede,variant,the variant column is the nonstandard spelling
thyrocalcitonin,calcitonin,variant,the variant column is the nonstandard spelling
carrageenin,carrageenan,variant,the variant column is the nonstandard spelling
iminazole,imidazole,variant,the variant column is the nonstandard spelling
plectron,plectrum,variant,the variant column is the nonstandard spelling
chinchona,cinchona,variant,the variant column is the nonstandard spelling
cumquat,kumquat,variant,the variant column is the nonstandard spelling
muazzin,muezzin,variant,the variant column is the nonstandard spelling
oestrone,estrone,variant,the variant column is the nonstandard spelling
shillalah,shillelagh,variant,the variant column is the nonstandard spelling
systematisation,systematization,variant,the variant column is the nonstandard spelling
gondoliere,gondolier,variant,the variant column is the nonstandard spelling
leechee,litchi,variant,the variant column is the nonstandard spelling
lingenberry,lingonberry,variant,the variant column is the nonstandard spelling
oesophagitis,esophagitis,variant,the variant column is the nonstandard spelling
razmataz,razzmatazz,variant,the variant column is the nonstandard spelling
synchroniser,synchronizer,variant,the variant column is the nonstandard spelling
syntagm,syntagma,variant,the variant column is the nonstandard spelling
acromegalia,acromegaly,variant,the variant column is the nonstandard spelling
humanisation,humanization,variant,the variant column is the nonstandard spelling
rhaphe,raphe,variant,the variant column is the nonstandard spelling
vulcanisation,vulcanization,variant,the variant column is the nonstandard spelling
lathee,lathi,variant,the variant column is the nonstandard spelling
nucleole,nucleolus,variant,the variant column is the nonstandard spelling
phaeochromocytoma,pheochromocytoma,variant,the variant column is the nonstandard spelling
vaccina,vaccinia,variant,the variant column is the nonstandard spelling
eucaryote,eukaryote,variant,the variant column is the nonstandard spelling
itemisation,itemization,variant,the variant column is the nonstandard spelling
shmo,schmo,variant,the variant column is the nonstandard spelling
ballock,bollock,variant,the variant column is the nonstandard spelling
dioptre,diopter,variant,the variant column is the nonstandard spelling
pummelo,pomelo,variant,the variant column is the nonstandard spelling
tularaemia,tularemia,variant,the variant column is the nonstandard spelling
astringence,astringency,unrelated,not a spelling pair
biodefence,biodefense,variant,the variant column is the nonstandard spelling
chantarelle,chanterelle,variant,the variant column is the nonstandard spelling
haemangioma,hemangioma,variant,the variant column is the nonstandard spelling
hawkbill,hawksbill,variant,the variant column is the nonstandard spelling
complin,compline,variant,the variant column is the nonstandard spelling
pemican,pemmican,variant,the variant column is the nonstandard spelling
rambotan,rambutan,variant,the variant column is the nonstandard spelling
seedman,seedsman,variant,the variant column is the nonstandard spelling
furane,furan,variant,the variant column is the nonstandard spelling
grossbeak,grosbeak,variant,the variant column is the nonstandard spelling
daishiki,dashiki,variant,the variant column is the nonstandard spelling
eosinophile,eosinophil,variant,the variant column is the nonstandard spelling
vascularisation,vascularization,variant,the variant column is the nonstandard spelling
generalisability,generalizability,unrelated,not a spelling pair
haematopoiesis,hematopoiesis,variant,the variant column is the nonstandard spelling
hemopoiesis,hematopoiesis,variant,the variant column is the nonstandard spelling
homoeopath,homeopath,variant,the variant column is the nonstandard spelling
hoopoo,hoopoe,variant,the variant column is the nonstandard spelling
melaena,melena,variant,the variant column is the nonstandard spelling
incasement,encasement,variant,the variant column is the nonstandard spelling
anthelminthic,anthelmintic,variant,the variant column is the nonstandard spelling
crewet,cruet,variant,the variant column is the nonstandard spelling
dakoit,dacoit,variant,the variant column is the nonstandard spelling
dibbuk,dybbuk,variant,the variant column is the nonstandard spelling
capercailzie,capercaillie,variant,the variant column is the nonstandard spelling
cauterisation,cauterization,variant,the variant column is the nonstandard spelling
galingale,galangal,variant,the variant column is the nonstandard spelling
holloa,hollo,variant,the variant column is the nonstandard spelling
kildeer,killdeer,variant,the variant column is the nonstandard spelling
lamedh,lamed,variant,the variant column is the nonstandard spelling
masculinisation,masculinization,variant,the variant column is the nonstandard spelling
samisen,shamisen,variant,the variant column is the nonstandard spelling
spoondrift,spindrift,variant,the variant column is the nonstandard spelling
chaddar,chador,variant,the variant column is the nonstandard spelling
chuddar,chador,variant,the variant column is the nonstandard spelling
poenology,penology,variant,the variant column is the nonstandard spelling
spandril,spandrel,variant,the variant column is the nonstandard spelling
stogy,stogie,variant,the variant column is the nonstandard spelling
fluegelhorn,flugelhorn,variant,the variant column is the nonstandard spelling
oxalacetate,oxaloacetate,variant,the variant column is the nonstandard spelling
penuchle,pinochle,variant,the variant column is the nonstandard spelling
pinocle,pinochle,variant,the variant column is the nonstandard spelling
pneumonoconiosis,pneumoconiosis,variant,the variant column is the nonstandard spelling
uraemia,uremia,variant,the variant column is the nonstandard spelling
jinnee,jinni,variant,the variant column is the nonstandard spelling
plyer,plier,unrelated,not a spelling pair
backsheesh,baksheesh,variant,the variant column is the nonstandard spelling
bakshish,baksheesh,variant,the variant column is the nonstandard spelling
ramequin,ramekin,variant,the variant column is the nonstandard spelling
aphaeresis,apheresis,variant,the variant column is the nonstandard spelling
hermaphrodism,hermaphroditism,variant,the variant column is the nonstandard spelling
thingmajig,thingamajig,variant,the variant column is the nonstandard spelling
thingumajig,thingamajig,variant,the variant column is the nonstandard spelling
leucopenia,leukopenia,variant,the variant column is the nonstandard spelling
lutfisk,lutefisk,variant,the variant column is the nonstandard spelling
mezuza,mezuzah,variant,the variant column is the nonstandard spelling
oestriol,estriol,variant,the variant column is the nonstandard spelling
tabooli,tabbouleh,variant,the variant column is the nonstandard spelling
welsher,welcher,variant,the variant column is the nonstandard spelling
corticotrophin,corticotropin,variant,the variant column is the nonstandard spelling
lateralisation,lateralization,variant,the variant column is the nonstandard spelling
haemothorax,hemothorax,variant,the variant column is the nonstandard spelling
memorialisation,memorialization,variant,the variant column is the nonstandard spelling
accouterment,accoutrement,reverse,the canonical column is the nonstandard spelling
akee,ackee,variant,the variant column is the nonstandard spelling
demineralisation,demineralization,variant,the variant column is the nonstandard spelling
diethylstilbesterol,diethylstilbestrol,variant,the variant column is the nonstandard spelling
alizarine,alizarin,variant,the variant column is the nonstandard spelling
populariser,popularizer,variant,the variant column is the nonstandard spelling
prejudgement,prejudgment,variant,the variant column is the nonstandard spelling
astheny,asthenia,variant,the variant column is the nonstandard spelling
capelan,capelin,variant,the variant column is the nonstandard spelling
psilocyn,psilocin,variant,the variant column is the nonstandard spelling
tenderiser,tenderizer,variant,the variant column is the nonstandard spelling
gothite,goethite,variant,the variant column is the nonstandard spelling
pluralisation,pluralization,variant,the variant column is the nonstandard spelling
soochong,souchong,variant,the variant column is the nonstandard spelling
brutalisation,brutalization,variant,the variant column is the nonstandard spelling
revetement,revetment,variant,the variant column is the nonstandard spelling
sarape,serape,variant,the variant column is the nonstandard spelling
solarisation,solarization,variant,the variant column is the nonstandard spelling
chammy,shammy,variant,the variant column is the nonstandard spelling
hypovolaemia,hypovolemia,variant,the variant column is the nonstandard spelling
sensitiser,sensitizer,variant,the variant column is the nonstandard spelling
spirochaete,spirochete,variant,the variant column is the nonstandard spelling
hypocalcaemia,hypocalcemia,variant,the variant column is the nonstandard spelling
bliny,blini,variant,the variant column is the nonstandard spelling
canulation,cannulation,variant,the variant column is the nonstandard spelling
succulency,succulence,variant,the variant column is the nonstandard spelling
djinny,djinni,variant,the variant column is the nonstandard spelling
marlinespike,marlinspike,variant,the variant column is the nonstandard spelling
marlingspike,marlinspike,variant,the variant column is the nonstandard spelling
symbolisation,symbolization,variant,the variant column is the nonstandard spelling
corpulency,corpulence,variant,the variant column is the nonstandard spelling
channelisation,channelization,variant,the variant column is the nonstandard spelling
golliwogg,golliwog,variant,the variant column is the nonstandard spelling
hackbut,arquebus,variant,the variant column is the nonstandard spelling
haick,haik,variant,the variant column is the nonstandard spelling
penalisation,penalization,variant,the variant column is the nonstandard spelling
pipistrel,pipistrelle,variant,the variant column is the nonstandard spelling
archaicism,archaism,variant,the variant column is the nonstandard spelling
fohn,foehn,variant,the variant column is the nonstandard spelling
fuzee,fusee,variant,the variant column is the nonstandard spelling
momot,motmot,variant,the variant column is the nonstandard spelling
protology,proctology,unrelated,not a spelling pair
basophile,basophil,variant,the variant column is the nonstandard spelling
budgereegah,budgerigar,variant,the variant column is the nonstandard spelling
economiser,economizer,variant,the variant column is the nonstandard spelling
idolisation,idolization,variant,the variant column is the nonstandard spelling
mantelet,mantlet,variant,the variant column is the nonstandard spelling
ousel,ouzel,variant,the variant column is the nonstandard spelling
warragal,warrigal,variant,the variant column is the nonstandard spelling
organdie,organdy,variant,the variant column is the nonstandard spelling
pastil,pastille,variant,the variant column is the nonstandard spelling
peneplane,peneplain,variant,the variant column is the nonstandard spelling
procaryote,prokaryote,variant,the variant column is the nonstandard spelling
epha,ephah,variant,the variant column is the nonstandard spelling
muscadel,muscatel,variant,the variant column is the nonstandard spelling
omphalus,omphalos,variant,the variant column is the nonstandard spelling
parallelopiped,parallelepiped,variant,the variant column is the nonstandard spelling
verbalisation,verbalization,variant,the variant column is the nonstandard spelling
victimiser,victimizer,variant,the variant column is the nonstandard spelling
chitlings,chitterlings,variant,the variant column is the nonstandard spelling
crampoon,crampon,variant,the variant column is the nonstandard spelling
protoactinium,protactinium,variant,the variant column is the nonstandard spelling
shikse,shiksa,variant,the variant column is the nonstandard spelling
videodisk,videodisc,variant,the variant column is the nonstandard spelling
celom,coelom,reverse,the canonical column is the nonstandard spelling
chincapin,chinquapin,variant,the variant column is the nonstandard spelling
chinkapin,chinquapin,variant,the variant column is the nonstandard spelling
houdah,howdah,variant,the variant column is the nonstandard spelling
normaliser,normalizer,variant,the variant column is the nonstandard spelling
thyrotrophin,thyrotropin,variant,the variant column is the nonstandard spelling
copeck,kopek,variant,the variant column is the nonstandard spelling
haemagglutination,hemagglutination,variant,the variant column is the nonstandard spelling
lutecium,lutetium,variant,the variant column is the nonstandard spelling
pulverisation,pulverization,variant,the variant column is the nonstandard spelling
nasalisation,nasalization,variant,the variant column is the nonstandard spelling
caracul,karakul,variant,the variant column is the nonstandard spelling
teasle,teasel,variant,the variant column is the nonstandard spelling
teazel,teasel,variant,the variant column is the nonstandard spelling
virilisation,virilization,variant,the variant column is the nonstandard spelling
whidah,whydah,variant,the variant column is the nonstandard spelling
birretta,biretta,variant,the variant column is the nonstandard spelling
gemsbuck,gemsbok,variant,the variant column is the nonstandard spelling
genuflexion,genuflection,variant,the variant column is the nonstandard spelling
grayback,greyback,variant,the variant column is the nonstandard spelling
denationalisation,denationalization,variant,the variant column is the nonstandard spelling
gerfalcon,gyrfalcon,variant,the variant column is the nonstandard spelling
graylag,greylag,variant,the variant column is the nonstandard spelling
haemoglobinuria,hemoglobinuria,variant,the variant column is the nonstandard spelling
demagnetisation,demagnetization,variant,the variant column is the nonstandard spelling
ladanum,labdanum,variant,the variant column is the nonstandard spelling
prodroma,prodrome,variant,the variant column is the nonstandard spelling
remilitarisation,remilitarization,variant,the variant column is the nonstandard spelling
dakoity,dacoity,variant,the variant column is the nonstandard spelling
utriculus,utricle,variant,the variant column is the nonstandard spelling
victualer,victualler,variant,the variant column is the nonstandard spelling
desynchronisation,desynchronization,variant,the variant column is the nonstandard spelling
hyperaemia,hyperemia,variant,the variant column is the nonstandard spelling
myosis,miosis,variant,the variant column is the nonstandard spelling
ptomain,ptomaine,variant,the variant column is the nonstandard spelling
ruggelach,rugelach,variant,the variant column is the nonstandard spelling
abattis,abatis,variant,the variant column is the nonstandard spelling
anchylosis,ankylosis,variant,the variant column is the nonstandard spelling
coenobite,cenobite,variant,the variant column is the nonstandard spelling
gymel,gimel,variant,the variant column is the nonstandard spelling
lyophilisation,lyophilization,variant,the variant column is the nonstandard spelling
arytaenoid,arytenoid,variant,the variant column is the nonstandard spelling
coccidiomycosis,coccidioidomycosis,variant,the variant column is the nonstandard spelling
foetoprotein,fetoprotein,variant,the variant column is the nonstandard spelling
grotesquery,grotesquerie,variant,the variant column is the nonstandard spelling
mastabah,mastaba,variant,the variant column is the nonstandard spelling
piperin,piperine,variant,the variant column is the nonstandard spelling
arborvirus,arbovirus,variant,the variant column is the nonstandard spelling
kanaf,kenaf,variant,the variant column is the nonstandard spelling
markhoor,markhor,variant,the variant column is the nonstandard spelling
picaninny,pickaninny,variant,the variant column is the nonstandard spelling
piccaninny,pickaninny,variant,the variant column is the nonstandard spelling
schmeer,schmear,variant,the variant column is the nonstandard spelling
shmear,schmear,variant,the variant column is the nonstandard spelling
tetrachlorethylene,tetrachloroethylene,reverse,the canonical column is the nonstandard spelling
assagai,assegai,variant,the variant column is the nonstandard spelling
galvanisation,galvanization,variant,the variant column is the nonstandard spelling
academism,academicism,variant,the variant column is the nonstandard spelling
cylix,kylix,variant,the variant column is the nonstandard spelling
fictionalisation,fictionalization,variant,the variant column is the nonstandard spelling
moufflon,mouflon,variant,the variant column is the nonstandard spelling
palaeopathology,paleopathology,variant,the variant column is the nonstandard spelling
sequella,sequela,variant,the variant column is the nonstandard spelling
vitalisation,vitalization,variant,the variant column is the nonstandard spelling
bacteriacide,bactericide,variant,the variant column is the nonstandard spelling
larvacide,larvicide,variant,the variant column is the nonstandard spelling
circularisation,circularization,variant,the variant column is the nonstandard spelling
currajong,kurrajong,variant,the variant column is the nonstandard spelling
lutanist,lutenist,variant,the variant column is the nonstandard spelling
monaul,monal,variant,the variant column is the nonstandard spelling
piaster,piastre,reverse,the canonical column is the nonstandard spelling
myxoedema,myxedema,variant,the variant column is the nonstandard spelling
toxaemia,toxemia,variant,the variant column is the nonstandard spelling
falderol,folderol,variant,the variant column is the nonstandard spelling
folderal,folderol,variant,the variant column is the nonstandard spelling
padouk,padauk,variant,the variant column is the nonstandard spelling
shlemiel,schlemiel,variant,the variant column is the nonstandard spelling
tendosynovitis,tenosynovitis,variant,the variant column is the nonstandard spelling
communisation,communization,variant,the variant column is the nonstandard spelling
dieresis,diaeresis,reverse,the canonical column is the nonstandard spelling
glamorisation,glamorization,variant,the variant column is the nonstandard spelling
glamourisation,glamorization,variant,the variant column is the nonstandard spelling
glamourization,glamorization,variant,the variant column is the nonstandard spelling
parasitaemia,parasitemia,variant,the variant column is the nonstandard spelling
toponomy,toponymy,variant,the variant column is the nonstandard spelling
corslet,corselet,variant,the variant column is the nonstandard spelling
simoon,simoom,variant,the variant column is the nonstandard spelling
tamandu,tamandua,variant,the variant column is the nonstandard spelling
estivation,aestivation,reverse,the canonical column is the nonstandard spelling
haemosiderin,hemosiderin,variant,the variant column is the nonstandard spelling
lachrymation,lacrimation,variant,the variant column is the nonstandard spelling
mizenmast,mizzenmast,variant,the variant column is the nonstandard spelling
piroshki,pirozhki,variant,the variant column is the nonstandard spelling
bumph,bumf,variant,the variant column is the nonstandard spelling
dislodgment,dislodgement,variant,the variant column is the nonstandard spelling
eurhythmy,eurythmy,variant,the variant column is the nonstandard spelling
hoactzin,hoatzin,variant,the variant column is the nonstandard spelling
kerugma,kerygma,variant,the variant column is the nonstandard spelling
thoracocentesis,thoracentesis,variant,the variant column is the nonstandard spelling
dideoxyinosine,didanosine,variant,the variant column is the nonstandard spelling
keratinisation,keratinization,variant,the variant column is the nonstandard spelling
bathyscape,bathyscaphe,variant,the variant column is the nonstandard spelling
bathyscaph,bathyscaphe,variant,the variant column is the nonstandard spelling
signalisation,signalization,variant,the variant column is the nonstandard spelling
tacheometer,tachymeter,variant,the variant column is the nonstandard spelling
chachka,tchotchke,variant,the variant column is the nonstandard spelling
dourah,durra,variant,the variant column is the nonstandard spelling
enjambement,enjambment,variant,the variant column is the nonstandard spelling
haematemesis,hematemesis,variant,the variant column is the nonstandard spelling
harbourage,harborage,variant,the variant column is the nonstandard spelling
tsatske,tchotchke,variant,the variant column is the nonstandard spelling
tshatshke,tchotchke,variant,the variant column is the nonstandard spelling
haemolysin,hemolysin,variant,the variant column is the nonstandard spelling
pipul,peepul,variant,the variant column is the nonstandard spelling
thingmabob,thingamabob,variant,the variant column is the nonstandard spelling
thingumabob,thingamabob,variant,the variant column is the nonstandard spelling
schrod,scrod,variant,the variant column is the nonstandard spelling
tympanist,timpanist,variant,the variant column is the nonstandard spelling
wikiup,wickiup,variant,the variant column is the nonstandard spelling
orache,orach,variant,the variant column is the nonstandard spelling
secreter,secretor,variant,the variant column is the nonstandard spelling
whizzbang,whizbang,variant,the variant column is the nonstandard spelling
alphabetisation,alphabetization,variant,the variant column is the nonstandard spelling
blintze,blintz,variant,the variant column is the nonstandard spelling
czaritza,tsaritsa,variant,the variant column is the nonstandard spelling
enophile,oenophile,reverse,the canonical column is the nonstandard spelling
hoosgow,hoosegow,variant,the variant column is the nonstandard spelling
leukotomy,leucotomy,variant,the variant column is the nonstandard spelling
moustachio,mustachio,variant,the variant column is the nonstandard spelling
pavise,pavis,variant,the variant column is the nonstandard spelling
poleax,poleaxe,variant,the variant column is the nonstandard spelling
sanfoin,sainfoin,variant,the variant column is the nonstandard spelling
sillabub,syllabub,variant,the variant column is the nonstandard spelling
arbalist,arbalest,variant,the variant column is the nonstandard spelling
celebrater,celebrator,variant,the variant column is the nonstandard spelling
overutilisation,overutilization,variant,the variant column is the nonstandard spelling
anhydrosis,anhidrosis,variant,the variant column is the nonstandard spelling
cither,cittern,variant,the variant column is the nonstandard spelling
cithern,cittern,variant,the variant column is the nonstandard spelling
dogy,dogie,variant,the variant column is the nonstandard spelling
polliwog,pollywog,variant,the variant column is the nonstandard spelling
spelaeology,speleology,variant,the variant column is the nonstandard spelling
chivaree,shivaree,variant,the variant column is the nonstandard spelling
xanthophyl,xanthophyll,variant,the variant column is the nonstandard spelling
bister,bistre,reverse,the canonical column is the nonstandard spelling
enologist,oenologist,reverse,the canonical column is the nonstandard spelling
lammergeyer,lammergeier,variant,the variant column is the nonstandard spelling
particularisation,particularization,variant,the variant column is the nonstandard spelling
shote,shoat,variant,the variant column is the nonstandard spelling
azotaemia,azotemia,variant,the variant column is the nonstandard spelling
lavalliere,lavaliere,variant,the variant column is the nonstandard spelling
neuropile,neuropil,variant,the variant column is the nonstandard spelling
peripetia,peripeteia,variant,the variant column is the nonstandard spelling
peripety,peripeteia,variant,the variant column is the nonstandard spelling
podsol,podzol,variant,the variant column is the nonstandard spelling
alidad,alidade,variant,the variant column is the nonstandard spelling
noreaster,northeaster,variant,the variant column is the nonstandard spelling
rigourousness,rigorousness,variant,the variant column is the nonstandard spelling
moulter,molter,variant,the variant column is the nonstandard spelling
somatotrophin,somatotropin,variant,the variant column is the nonstandard spelling
vacuolisation,vacuolization,variant,the variant column is the nonstandard spelling
vulgarisation,vulgarization,variant,the variant column is the nonstandard spelling
alcahest,alkahest,variant,the variant column is the nonstandard spelling
dueller,dueler,variant,the variant column is the nonstandard spelling
postillion,postilion,variant,the variant column is the nonstandard spelling
schematisation,schematization,variant,the variant column is the nonstandard spelling
babiroussa,babirusa,variant,the variant column is the nonstandard spelling
pauperisation,pauperization,variant,the variant column is the nonstandard spelling
sombreness,somberness,variant,the variant column is the nonstandard spelling
thralldom,thraldom,variant,the variant column is the nonstandard spelling
aigret,aigrette,variant,the variant column is the nonstandard spelling
cicatrice,cicatrix,variant,the variant column is the nonstandard spelling
crepuscle,crepuscule,variant,the variant column is the nonstandard spelling
shnook,schnook,variant,the variant column is the nonstandard spelling
encyclopaedist,encyclopedist,variant,the variant column is the nonstandard spelling
haemorrhoidectomy,hemorrhoidectomy,variant,the variant column is the nonstandard spelling
abamp,abampere,variant,the variant column is the nonstandard spelling
aboulia,abulia,variant,the variant column is the nonstandard spelling
absolutisation,absolutization,variant,the variant column is the nonstandard spelling
abstractor,abstracter,variant,the variant column is the nonstandard spelling
acariosis,acariasis,variant,the variant column is the nonstandard spelling
acetanilid,acetanilide,variant,the variant column is the nonstandard spelling
acroanesthesia,acroanaesthesia,reverse,the canonical column is the nonstandard spelling
acromikria,acromicria,variant,the variant column is the nonstandard spelling
adactylia,adactyly,variant,the variant column is the nonstandard spelling
aerogramme,aerogram,variant,the variant column is the nonstandard spelling
aesthesis,esthesis,variant,the variant column is the nonstandard spelling
aiguillette,aiglet,unrelated,not a spelling pair
alcapton,alkapton,variant,the variant column is the nonstandard spelling
alcaptonuria,alkaptonuria,variant,the variant column is the nonstandard spelling
alfileria,alfilaria,variant,the variant column is the nonstandard spelling
allegoriser,allegorizer,variant,the variant column is the nonstandard spelling
alphabetiser,alphabetizer,variant,the variant column is the nonstandard spelling
amyotrophia,amyotrophy,variant,the variant column is the nonstandard spelling
anapaest,anapest,variant,the variant column is the nonstandard spelling
anathematisation,anathematization,variant,the variant column is the nonstandard spelling
animalisation,animalization,variant,the variant column is the nonstandard spelling
anoestrus,anestrus,variant,the variant column is the nonstandard spelling
apophthegm,apothegm,variant,the variant column is the nonstandard spelling
arbitrement,arbitrament,variant,the variant column is the nonstandard spelling
ateleiosis,ateliosis,variant,the variant column is the nonstandard spelling
audad,aoudad,variant,the variant column is the nonstandard spelling
authoriser,authorizer,variant,the variant column is the nonstandard spelling
autocoid,autacoid,variant,the variant column is the nonstandard spelling
azederach,azedarach,variant,the variant column is the nonstandard spelling
babirussa,babiroussa,variant,the variant column is the nonstandard spelling
bandlet,bandelet,variant,the variant column is the nonstandard spelling
barbarization,barbarisation,reverse,the canonical column is the nonstandard spelling
barrater,barrator,variant,the variant column is the nonstandard spelling
basonym,basionym,variant,the variant column is the nonstandard spelling
bastnasite,bastnaesite,variant,the variant column is the nonstandard spelling
bathymeter,bathometer,variant,the variant column is the nonstandard spelling
bedesman,beadsman,variant,the variant column is the nonstandard spelling
bedeswoman,beadswoman,variant,the variant column is the nonstandard spelling
bezzant,bezant,variant,the variant column is the nonstandard spelling
blastocele,blastocoele,reverse,the canonical column is the nonstandard spelling
blastocoele,blastocoel,variant,the variant column is the nonstandard spelling
bonyness,boniness,variant,the variant column is the nonstandard spelling
bowdleriser,bowdlerizer,variant,the variant column is the nonstandard spelling
brachycephalism,brachycephaly,variant,the variant column is the nonstandard spelling
broadax,broadaxe,variant,the variant column is the nonstandard spelling
