noun,zipf,tier,senses,lexfile,register,domain,in_wn30,also_proper_noun,recommended,excluded_because,definition
obsessivity,0.0,OBSCURE,1,noun.attribute,GENERAL,,True,False,False,obscure,extreme compulsiveness
octillion,0.0,OBSCURE,1,noun.quantity,GENERAL,,True,False,False,obscure,the number that is represented as a one followed by 27 zeros
oecumenism,0.0,OBSCURE,1,noun.group,GENERAL,,True,False,False,obscure,a movement promoting union between religions (especially between Christian churches)
oldwench,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,tropical Atlantic fish
oligodendria,0.0,OBSCURE,1,noun.body,MED,,True,False,False,obscure,tissue consisting of glial cells with sheetlike processes that form the myelin sheath of nerve fibers
ommastrephes,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,extremely active cylindrical squid with short strong arms and large rhombic terminal fins
onomancer,0.0,OBSCURE,1,noun.person,GENERAL,,True,False,False,obscure,one who practices onomancy
onyxis,0.0,OBSCURE,1,noun.body,MED,,True,False,False,obscure,toenail having its free tip or edges embedded in the surrounding flesh
orbitale,0.0,OBSCURE,1,noun.body,MED,,True,False,False,obscure,the craniometric point at the lowest point on the lower edge of the orbit
orthochorea,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,a form of chorea in which spasms occur mainly when the patient is erect
oscheocoele,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,swelling of the scrotum
othonna,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,a South African plant of the genus Othonna having smooth often fleshy leaves and heads of yellow flowers
otoganglion,0.0,OBSCURE,1,noun.body,MED,,True,False,False,obscure,an autonomic ganglion whose postganglionic fibers are distributed to the parotid gland
overreckoning,0.0,OBSCURE,1,noun.cognition,GENERAL,,True,False,False,obscure,a calculation that results in an estimate that is too high
overshielding,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,excessive protection
overtolerance,0.0,OBSCURE,1,noun.attribute,GENERAL,,True,False,False,obscure,too much permissiveness
owlclaws,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,stout perennial herb of western United States having flower heads with drooping orange-yellow rays; causes spewing sickness in sheep
oxtant,0.0,OBSCURE,1,noun.quantity,GENERAL,,True,False,False,obscure,a unit of angular distance equal to half a quadrant
ozena,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,a chronic disease of the nose characterized by a foul-smelling nasal discharge and atrophy of nasal structures
pachycheilia,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,an abnormal thickness of the lips
packwoman,0.0,OBSCURE,1,noun.person,GENERAL,,False,False,False,obscure,a woman who travels about selling his wares (as on the streets or at carnivals)
palaeencephalon,0.0,OBSCURE,1,noun.body,MED,,True,False,False,obscure,the more primitive parts of the brain phylogenetically; most structures other than the cerebral cortex
palaeodendrology,0.0,OBSCURE,1,noun.cognition,GENERAL,,True,False,False,obscure,the branch of paleobotany that studies fossil trees
palaeoethnography,0.0,OBSCURE,1,noun.cognition,GENERAL,,True,False,False,obscure,the ethnography of paleolithic humans
palaeornithology,0.0,OBSCURE,1,noun.cognition,GENERAL,,True,False,False,obscure,the paleobiology of birds
palatopharyngoplasty,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,surgical resection of unnecessary palatal and oropharyngeal tissue to open the airway; intended to cure extreme cases of snoring (with or without sleep apnea)
paleodendrology,0.0,OBSCURE,1,noun.cognition,GENERAL,,True,False,False,obscure,the branch of paleobotany that studies fossil trees
paletiology,0.0,OBSCURE,1,noun.cognition,GENERAL,,True,False,False,obscure,the explanation of past events in terms of scientific causes (as geological causes)
palmature,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,an abnormality in which the fingers are webbed
panamica,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,low stingless nettle of Central and South America having velvety brownish-green toothed leaves and clusters of small green flowers
panamiga,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,low stingless nettle of Central and South America having velvety brownish-green toothed leaves and clusters of small green flowers
panchayet,0.0,OBSCURE,1,noun.group,GENERAL,,True,False,False,obscure,a village council in India or southern Pakistan
panetella,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,a long slender cigar
pantothen,0.0,OBSCURE,1,noun.substance,GENERAL,,True,False,False,obscure,a vitamin of the vitamin B complex that performs an important role in the oxidation of fats and carbohydrates and certain amino acids; occurs in many foods
papaia,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,tropical American shrub or small tree having huge deeply palmately cleft leaves and large oblong yellow fruit
parabolograph,0.0,OBSCURE,1,noun.artifact,GENERAL,,False,False,False,obscure,An outdated instrument for drawing parabolas.
parahoma,0.0,OBSCURE,1,noun.food,GENERAL,,False,False,False,obscure,ritual drink prepared from Haoma plant.
parallelepipedon,0.0,OBSCURE,1,noun.shape,GENERAL,,True,False,False,obscure,a prism whose bases are parallelograms
parqueterie,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,a patterned wood inlay used to cover a floor
partsong,0.0,OBSCURE,1,noun.communication,GENERAL,,True,False,False,obscure,a song with two or more voice parts
patchcord,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,a length of wire that has a plug at each end; used to make connections at a patchboard
pearlweed,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of various low-growing plants of the genus Sagina having small spherical flowers resembling pearls
pecopteris,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,Carboniferous fossil fern characterized by a regular arrangement of the leaflets resembling a comb
pedwood,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,European deciduous shrub turning red in autumn having dull white flowers
percoidean,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,any of numerous spiny-finned fishes of the order Perciformes
pericementoclasia,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,pus pocket formation around a tooth
peridinian,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,flagellate with a thick test composed of plates
periodontia,0.0,OBSCURE,1,noun.cognition,GENERAL,,True,False,False,obscure,the branch of dentistry dealing with diseases of the gums and other structures around the teeth
pesantran,0.0,OBSCURE,1,noun.group,GENERAL,,True,False,False,obscure,a Muslim school in Indonesia operated by religious leaders
pfannkuchen,0.0,OBSCURE,1,noun.food,GENERAL,,True,False,False,obscure,puffy mildly sweet lemon-flavored egg mixture sprinkled with confectioners' sugar and served with jam or a wine or fruit sauce
phaius,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,an orchid of the genus Phaius having large plicate leaves and racemes of showy flowers
pharmaceutic,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,drug or medicine that is prepared or dispensed in pharmacies and used in medical treatment
phenacomys,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,any of several vole-like terrestrial or arboreal rodents of cold forested regions of Canada and western United States
phenylethylene,0.0,OBSCURE,1,noun.substance,GENERAL,,True,False,False,obscure,a colorless oily liquid; the monomer for polystyrene
philhellenist,0.0,OBSCURE,1,noun.person,GENERAL,,True,False,False,obscure,an admirer of Greece and everything Greek
photoretinitis,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,damage to the retina resulting from exposure of the eye to the sun without adequate protection
phragmacone,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,the thin conical chambered internal shell (either straight or curved) of a belemnite
phylloclad,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,a flattened stem resembling and functioning as a leaf
physostegia,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of various plants of the genus Physostegia having sessile linear to oblong leaves and showy white or rose or lavender flowers
pikeblenny,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,tropical American fishes; males are aggressively defensive of their territory
pinnatiped,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,aquatic carnivorous mammal having a streamlined body specialized for swimming with limbs modified as flippers
pisanosaur,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,primitive dinosaur found in Argentina
pisanosaurus,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,primitive dinosaur found in Argentina
pistia,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,pantropical floating plant forming a rosette of wedge-shaped leaves; a widespread weed in rivers and lakes
pitwoman,0.0,OBSCURE,1,noun.person,GENERAL,,False,False,False,obscure,a woman who works in a coal mine
placeseeker,0.0,OBSCURE,1,noun.person,GENERAL,,True,False,False,obscure,a disparaging term for an appointee
platyctenean,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,ctenophore have long tentacles and flattened body
platyrrhinian,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,hairy-faced arboreal monkeys having widely separated nostrils and long usually prehensile tails
plessor,0.0,OBSCURE,1,noun.artifact,MED,medicine,True,False,False,obscure,(medicine) a small hammer with a rubber head used in percussive examinations of the chest and in testing reflexes
plethodont,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,mostly terrestrial salamanders that breathe through their thin moist skin; lay eggs in moist places on land; rarely enter water
pleurothallis,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of numerous small tufted orchids of the genus Pleurothallis having leathery to fleshy leaves and racemes of 1 to many small flowers
pocketcomb,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,a small comb suitable for carrying in a pocket
pollyfish,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,gaudy tropical fishes with parrotlike beaks formed by fusion of teeth
polyhidrosis,0.0,OBSCURE,1,noun.process,GENERAL,,True,False,False,obscure,excessive and profuse perspiration
polymastigote,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,flagellates with several flagella
polymetry,0.0,OBSCURE,1,noun.attribute,GENERAL,,False,False,False,obscure,The combining of different metres simultaneously.
polypropenonitrile,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,acrylic resin used to make a strong soft crease-resistant fabric (trade name Acrilan)
polyurethan,0.0,OBSCURE,1,noun.substance,GENERAL,,True,False,False,obscure,any of various polymers containing the urethane radical; a wide variety of synthetic forms are made and used as adhesives or plastics or paints or rubber
ponycart,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,a cart with an underslung axle and two seats
porkholt,0.0,OBSCURE,1,noun.food,GENERAL,,True,False,False,obscure,made of lamb or pork
portwatcher,0.0,OBSCURE,1,noun.person,GENERAL,,True,False,False,obscure,a watchman on a wharf
potamogale,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,amphibious African insectivorous mammal that resembles an otter
poudrin,0.0,OBSCURE,1,noun.phenomenon,GENERAL,,True,False,False,obscure,small crystals of ice
poulette,0.0,OBSCURE,1,noun.food,GENERAL,,True,False,False,obscure,allemande sauce with chopped parsley
praisworthiness,0.0,OBSCURE,1,noun.attribute,GENERAL,,True,False,False,obscure,the property of deserving praise
preindication,0.0,OBSCURE,1,noun.event,GENERAL,,True,False,False,obscure,an event that is experienced as indicating important things to come
prepuberty,0.0,OBSCURE,1,noun.time,GENERAL,,True,False,False,obscure,a period of two years immediately prior to the onset of puberty when growth and changes leading to sexual maturity occur
prisonbreak,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,an escape from jail
proctoplasty,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,reconstructive surgery of the anus or rectum
propenonitrile,0.0,OBSCURE,1,noun.substance,GENERAL,,True,False,False,obscure,a colorless liquid unsaturated nitrile made from propene
proprionamide,0.0,OBSCURE,1,noun.substance,GENERAL,,True,False,False,obscure,the amide of propionic acid (C2H5CONH2)
prostheon,0.0,OBSCURE,1,noun.body,MED,,True,False,False,obscure,craniometric point that is the most anterior point in the midline on the alveolar process of the maxilla
prosthodontia,0.0,OBSCURE,1,noun.cognition,GENERAL,,True,False,False,obscure,the branch of dentistry dealing with the replacement of teeth and related mouth or jaw structures by artificial devices
protoanthropology,0.0,OBSCURE,1,noun.cognition,GENERAL,,True,False,False,obscure,the study of humans prior to the invention of writing
protoarchaeology,0.0,OBSCURE,1,noun.cognition,GENERAL,,True,False,False,obscure,the study of prehistoric human artifacts and human fossils
protoarcheology,0.0,OBSCURE,1,noun.cognition,GENERAL,,True,False,False,obscure,the study of prehistoric human artifacts and human fossils
protoavis,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,most primitive avian type known; extinct bird of the Triassic having bird-like jaw and hollow limbs and breastbone with dinosaur-like tail and hind limbs
protohippus,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,Pliocene horse approaching donkeys in size
pseudophloem,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,false phloem
pseudorubella,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,a viral disease of infants and young children; characterized by abrupt high fever and mild sore throat; a few days later there is a faint pinkish rash that lasts for a few hours to a few days
pseudosmallpox,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,a mild form of smallpox caused by a less virulent form of the virus
psilocine,0.0,OBSCURE,1,noun.substance,GENERAL,,False,False,False,obscure,"a substituted tryptamine alkaloid and a serotonergic psychedelic substance, present in most psychedelic mushrooms together with its phosphorylated counterpart psilocybin."
psilophyton,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any plant or fossil of the genus Psilophyton
psilotsin,0.0,OBSCURE,1,noun.substance,GENERAL,,False,False,False,obscure,"a substituted tryptamine alkaloid and a serotonergic psychedelic substance, present in most psychedelic mushrooms together with its phosphorylated counterpart psilocybin."
psychometrika,0.0,OBSCURE,1,noun.cognition,GENERAL,,True,False,False,obscure,any branch of psychology concerned with psychological measurements
pteropogon,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,southern Australian plant having feathery hairs surrounding the fruit
ptyalith,0.0,OBSCURE,1,noun.object,GENERAL,,True,False,False,obscure,calculus in a salivary gland
publiciser,0.0,OBSCURE,1,noun.person,GENERAL,,True,False,False,obscure,someone who publicizes
puckerbush,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,evergreen aromatic shrubby tree of southeastern United States having small hard berries thickly coated with white wax used for candles
puddingwife,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,bluish and bronze wrasse; found from Florida keys to Brazil
pulassan,0.0,OBSCURE,2,noun.plant,BIO,,True,False,False,obscure,East Indian fruit tree bearing fruit similar to but sweeter than that of the rambutan
purificatorium,0.0,OBSCURE,1,noun.artifact,GENERAL,,False,False,False,obscure,a white linen cloth which is used to wipe the chalice after each communicant partakes.
purloo,0.0,OBSCURE,1,noun.food,GENERAL,,True,False,False,obscure,thick stew made of rice and chicken and small game; southern U.S.
pyrochemistry,0.0,OBSCURE,1,noun.process,GENERAL,,True,False,False,obscure,processes for chemical reactions at high temperatures
qabala,0.0,OBSCURE,1,noun.communication,GENERAL,,True,False,False,obscure,an esoteric or occult matter resembling the Kabbalah that is traditionally secret
qepiq,0.0,OBSCURE,1,noun.quantity,GENERAL,,True,False,False,obscure,100 qepiq equal 1 manat in Azerbaijan
quartervine,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,woody flowering vine of southern United States; stems show a cross in transverse section
quatern,0.0,OBSCURE,1,noun.quantity,GENERAL,,True,False,False,obscure,the cardinal number that is the sum of three and one
quiaquia,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,small fusiform fish of western Atlantic
rainfly,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,flap consisting of a piece of canvas that can be drawn back to provide entrance to a tent
rajanya,0.0,OBSCURE,1,noun.group,GENERAL,,True,False,False,obscure,the second highest of the four varnas: the noble or warrior category
rariora,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,(plural) rare collector's items
rassling,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,the sport of hand-to-hand struggle between unarmed contestants who try to throw each other down
rauvolfia,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any shrub or small tree of the genus Rauwolfia having leaves in whorls and cymose flowers; yield substances used medicinally especially as emetics or purgatives or antihypertensives
ravigotte,0.0,OBSCURE,1,noun.food,GENERAL,,True,False,False,obscure,"veloute sauce seasoned with chopped chervil, chives, tarragon, shallots and capers"
razbliuto,0.0,OBSCURE,1,noun.feeling,GENERAL,,True,False,False,obscure,the sentimental feeling you have about someone you once loved but no longer do
reburying,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,the act of burying again
redbrush,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,common North American shrub with reddish purple twigs and white flowers
redheader,0.0,OBSCURE,1,noun.person,GENERAL,,True,False,False,obscure,someone who has red hair
regnellidium,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,small latex-containing aquatic fern of southern Brazil
reharmonisation,0.0,OBSCURE,1,noun.communication,GENERAL,,True,False,False,obscure,a piece of music whose original harmony has been revised
religiousism,0.0,OBSCURE,1,noun.attribute,GENERAL,,True,False,False,obscure,exaggerated or affected piety and religious zeal
repositing,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,depositing in a warehouse
repulsorlift,0.0,OBSCURE,1,noun.artifact,SPECIAL,science fiction,False,False,False,obscure,a fictional anti-gravity device in the Star Wars Universe.
retardent,0.0,OBSCURE,1,noun.object,GENERAL,,True,False,False,obscure,any agent that retards or delays or hinders
rhinolaryngologist,0.0,OBSCURE,1,noun.person,GENERAL,,True,False,False,obscure,a specialist in the disorders of the ear or nose or throat
rhinopathy,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,any disease or malformation of the nose
rhizoctinia,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any fungus now or formerly belonging to the form genus Rhizoctinia
rhizopodan,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,protozoa characterized by a pseudopod
rhodanthe,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,Australian annual everlasting having light pink nodding flower heads; sometimes placed in genus Helipterum
ribier,0.0,OBSCURE,1,noun.food,GENERAL,,True,False,False,obscure,dark reddish-purple table grape of California
ribonucleinase,0.0,OBSCURE,1,noun.substance,GENERAL,,True,False,False,obscure,a transferase that catalyzes the hydrolysis of ribonucleic acid
rightfield,0.0,OBSCURE,2,noun.artifact,GENERAL,,True,False,False,obscure,the piece of ground in the outfield on the catcher's right
rigidifying,0.0,OBSCURE,1,noun.process,GENERAL,,True,False,False,obscure,the process of becoming stiff or rigid
rivulus,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,found in small streams of tropical America; often kept in aquariums; usually hermaphroditic
roadwoman,0.0,OBSCURE,1,noun.person,GENERAL,,False,False,False,obscure,a female workman who is employed to repair roads
rolypoliness,0.0,OBSCURE,1,noun.attribute,GENERAL,,True,False,False,obscure,the property of having a plump and round body
rophy,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,street names for flunitrazepam
roridula,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,either of 2 species of the genus Roridula; South African viscid perennial low-growing woody shrubs
rosilla,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,a sneezeweed of southwestern United States especially southern California
rougeberry,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,bushy houseplant having white to pale pink flowers followed by racemes of scarlet berries; tropical Americas
rudapithecus,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,fossil hominoids from northern central Hungary; late Miocene
ruddles,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,the common European annual marigold
rugulah,0.0,OBSCURE,1,noun.food,GENERAL,,True,False,False,obscure,pastry made with a cream cheese dough and different fillings (as raisins and walnuts and cinnamon or chocolate and walnut and apricot preserves)
sabianism,0.0,OBSCURE,1,noun.cognition,GENERAL,,False,False,False,obscure,the religion of a group mentioned in the Koran as entitled to Muslim religious toleration along with Jews and Christians and usually identified with the Mandaeans or the Elkesaites.
sailplaning,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,the activity of flying a glider
salmwood,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,large tropical American tree of the genus Cordia grown for its abundant creamy white flowers and valuable wood
sandwichwoman,0.0,OBSCURE,1,noun.person,GENERAL,,False,False,False,obscure,a female person with advertising boards hanging from the shoulders
sangapenum,0.0,OBSCURE,1,noun.substance,GENERAL,,True,False,False,obscure,a variety of gum
sarcocystidean,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,parasite of the muscles of vertebrates
sarcocystieian,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,parasite of the muscles of vertebrates
satanophobia,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,an abnormal fear of Satan
sayeret,0.0,OBSCURE,1,noun.group,GENERAL,,True,False,False,obscure,Israel's elite secret commando unit responsible for counterterrorist and top secret intelligence gathering and hostage rescue missions
scalage,0.0,OBSCURE,2,noun.act,GENERAL,,True,False,False,obscure,estimation of the amount of lumber in a log
scallopine,0.0,OBSCURE,1,noun.food,GENERAL,,True,False,False,obscure,sauteed cutlets (usually veal or poultry) that have been pounded thin and coated with flour
scammonyroot,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,tropical American prostrate or climbing herbaceous perennial having an enormous starchy root; sometimes held to be source of the sweet potato
scarabaean,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,any of numerous species of stout-bodied beetles having heads with horny spikes
schistorrhachis,0.0,OBSCURE,1,noun.state,GENERAL,,True,False,False,obscure,a not uncommon congenital defect in which a vertebra is malformed; unless several vertebrae are affected or there is myelomeningocele there are few symptoms; can be diagnosed by amniocentesis
schizopetalon,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,a dainty South American annual having deeply pinnatifid leaves and racemes of fringed almond-scented purple-white flowers
schnittlaugh,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,perennial having hollow cylindrical leaves used for seasoning
schnorchel,0.0,OBSCURE,1,noun.artifact,GENERAL,,True,False,False,obscure,air passage provided by a retractable device containing intake and exhaust pipes; permits a submarine to stay submerged for extended periods of time
schtickl,0.0,OBSCURE,1,noun.quantity,GENERAL,,True,False,False,obscure,a really little shtik
schtikl,0.0,OBSCURE,1,noun.quantity,GENERAL,,True,False,False,obscure,a really little shtik
scolopendrium,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,a fern thought to resemble a millipede
scramsax,0.0,OBSCURE,1,noun.artifact,GENERAL,,False,False,False,obscure,A single-edged knife or sword used by the Anglo-Saxons for fighting and hunting.
seedswoman,0.0,OBSCURE,1,noun.person,GENERAL,,False,False,False,obscure,a female dealer in seeds
seedwoman,0.0,OBSCURE,1,noun.person,GENERAL,,False,False,False,obscure,a female dealer in seeds
seismosaur,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,huge herbivorous dinosaur of the Cretaceous found in western North America
selenator,0.0,OBSCURE,1,noun.person,GENERAL,,False,False,False,obscure,A fan of Selena Gomez
semilegality,0.0,OBSCURE,1,noun.attribute,GENERAL,,False,False,False,obscure,The property of being of partial or questionable legality.
septillion,0.0,OBSCURE,1,noun.quantity,GENERAL,,True,False,False,obscure,the number that is represented as a one followed by 24 zeros in the US
serictery,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,silk-producing gland of insects (especially of a silkworm) or spiders
sermonism,0.0,OBSCURE,1,noun.cognition,GENERAL,,False,False,False,obscure,the conceptualism of Abelard.
sesquipedalia,0.0,OBSCURE,1,noun.communication,GENERAL,,True,False,False,obscure,a very long word (a foot and a half long)
sevener,0.0,OBSCURE,1,noun.quantity,GENERAL,,True,False,False,obscure,the cardinal number that is the sum of six and one
sezession,0.0,OBSCURE,1,noun.group,GENERAL,,True,False,False,obscure,an Austrian school of art and architecture parallel to the French art nouveau in the 1890s
shallu,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,sorghum having slender dry stalks and small hard grains; introduced into United States from India
sheepwoman,0.0,OBSCURE,1,noun.person,GENERAL,,False,False,False,obscure,a female herder of sheep (on an open range); someone who keeps the sheep together in a flock
shillyshally,0.0,OBSCURE,1,noun.act,GENERAL,,True,False,False,obscure,the act of procrastinating; putting off or delaying or deferring an action to a later time
shmooze,0.0,OBSCURE,1,noun.communication,GENERAL,,True,False,False,obscure,(Yiddish) a warm heart-to-heart talk
shoebird,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,large stork-like bird of the valley of the White Nile with a broad bill suggesting a wooden shoe
shtickl,0.0,OBSCURE,1,noun.quantity,GENERAL,,True,False,False,obscure,a really little shtik
shtup,0.0,OBSCURE,1,noun.act,SPECIAL,sexual activity,True,False,False,obscure,slang for sexual intercourse
sideswoman,0.0,OBSCURE,1,noun.person,GENERAL,,False,False,False,obscure,(Church of England) a female assistant to the churchwarden; collects offerings of money in the church
sigeh,0.0,OBSCURE,1,noun.state,SPECIAL,Islam,True,False,False,obscure,a Shiite tradition of temporary marriage permitted in Iran that allows a couple to specify the terms of their relationship; can last from a few minutes to 99 years
sightreader,0.0,OBSCURE,1,noun.person,SPECIAL,music,True,False,False,obscure,a performer who reads without preparation or prior acquaintance (as in music)
silverrod,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,plant of eastern North America having creamy white flowers
simmpleness,0.0,OBSCURE,1,noun.attribute,GENERAL,,True,False,False,obscure,absence of affectation or pretense
sisham,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,East Indian tree whose leaves are used for fodder; yields a compact dark brown durable timber used in shipbuilding and making railroad ties
sissu,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,East Indian tree whose leaves are used for fodder; yields a compact dark brown durable timber used in shipbuilding and making railroad ties
skilletfish,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,clingfish with typical skillet shape
smilo,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,perennial mountain rice native to Mediterranean region and introduced into North America
smoothbark,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of several Australian eucalypts having the bark smooth except at or near the base of the trunk
snakeblenny,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,found in Arctic and northern Atlantic waters
sobralia,0.0,OBSCURE,1,noun.plant,BIO,,True,False,False,obscure,any of various showy orchids of the genus Sobralia having leafy stems and bright-colored solitary or racemose flowers similar to those of genus Cattleya
somaesthesia,0.0,OBSCURE,2,noun.cognition,GENERAL,,True,False,False,obscure,the perception of tactual or proprioceptive or gut sensations
somaesthesis,0.0,OBSCURE,1,noun.cognition,GENERAL,,True,False,False,obscure,the faculty of bodily perception; sensory systems associated with the body; includes skin senses and proprioception and the internal organs
somataesthesis,0.0,OBSCURE,1,noun.cognition,GENERAL,,True,False,False,obscure,the faculty of bodily perception; sensory systems associated with the body; includes skin senses and proprioception and the internal organs
somatosense,0.0,OBSCURE,1,noun.cognition,GENERAL,,True,False,False,obscure,any of the sensory systems that mediate sensations of pressure and tickle and warmth and cold and vibration and limb position and limb movement and pain
soshnik,0.0,OBSCURE,1,noun.artifact,GENERAL,,False,False,False,obscure,an iron plowshare that is a part of a sokha.
spatialism,0.0,OBSCURE,1,noun.group,GENERAL,,False,False,False,obscure,"an art movement founded by Italian artist Lucio Fontana in Milan in 1947 in which he intended to synthesize colour, sound, space, movement, and time into a new type of art."
sphecoid,0.0,OBSCURE,1,noun.animal,BIO,,True,False,False,obscure,any of various solitary wasps
sphenion,0.0,OBSCURE,1,noun.body,MED,,True,False,False,obscure,the anterior tip of the parietal bone
