noun,start,end,length,name,definition,wikipedia
signalman,s,n,9,False,a railroad employee in charge of signals and point in a railroad yard,A signalman is a person who historically made signals using flags and light.
signatory,s,y,9,False,someone who signs and is bound by a document,
signature,s,e,9,False,your name written in your own handwriting,"A signature (; from Latin: signare, ""to sign"") is a handwritten (and often stylized) depiction of someone's name, nickname, or even a simple ""X"" or other mark that a person writes on documents as a proof of identity and intent."
signboard,s,d,9,False,structure displaying a board on which advertisements can be posted,
signer,s,r,6,False,someone who can use sign language to communicate,
signet,s,t,6,False,a seal (especially one used to mark documents officially),
significance,s,e,12,False,the quality of being significant,
signification,s,n,13,False,the message that is intended or expressed or signified,
signified,s,d,9,False,the meaning of a word or expression; the way in which a word or expression or situation can be interpreted,
signifier,s,r,9,False,the phonological or orthographic sound or appearance of a word that can be used to describe or identify something,
signing,s,g,7,False,language expressed by visible hand gestures,
signior,s,r,7,False,used as an Italian courtesy title; can be prefixed to the name or used separately,
signor,s,r,6,False,used as an Italian courtesy title; can be prefixed to the name or used separately,
signora,s,a,7,False,an Italian title of address equivalent to Mrs. when used before a name,
signore,s,e,7,False,an Italian title of respect for a man; equivalent to the English `sir'; used separately (not prefixed to his name),
signorina,s,a,9,False,"an Italian courtesy title for an unmarried woman; equivalent to `Miss', it is either used alone or before a name",
signory,s,y,7,False,the estate of a seigneur,
signpost,s,t,8,False,a post bearing a sign that gives directions or shows the way,
sika,s,a,4,False,small deer of Japan with slightly forked antlers,
silage,s,e,6,False,fodder harvested while green and kept succulent by partial fermentation as in a silo,Silage () is a type of fodder made from green foliage crops which have been preserved by fermentation to the point of acidification.
sild,s,d,4,False,any of various young herrings (other than brislings) canned as sardines in Norway,
sildenafil,s,l,10,False,virility drug (trade name Viagra) used to treat erectile dysfunction in men,"Sildenafil, sold under the brand name Viagra, among others, is a medication used to treat erectile dysfunction and pulmonary arterial hypertension."
silence,s,e,7,False,the state of being silent (as when no one is speaking),"Silence is the absence of ambient audible sound, the emission of sounds of such low intensity that they do not draw attention to themselves, or the state of having ceased to produce sounds; this latter sense can be extended to apply to the cessation or absence of any form of communication, whether through speech or other medium.Sometimes speakers fall silent when they hesitate in searching for a word, or interrupt themselves before correcting themselves."
silencer,s,r,8,False,short tube attached to the muzzle of a gun that deadens the sound of firing,
silene,s,e,6,False,any plant of the genus Silene,Silene is a genus of flowering plants in the family Caryophyllaceae.
silents,s,s,7,False,a movie without a soundtrack,
silenus,s,s,7,False,any of the minor woodland deities who were companions of Dionysus (similar to the satyrs),"In Greek mythology, Silenus (; Ancient Greek: Σειληνός, romanized: Seilēnós, IPA: [seːlɛːnós]) was a companion and tutor to the wine god Dionysus."
silesia,s,a,7,False,a region of central Europe rich in deposits of coal and iron ore; annexed by Prussia in 1742 but now largely in Poland,"Silesia (, also UK: , US: ; see below) is a historical region of Central Europe that lies mostly within Poland, with small parts in the Czech Republic and Germany."
silex,s,x,5,False,a pure form of finely ground silica,Silex is any of various forms of ground stone.
silhouette,s,e,10,False,an outline of a solid object (as cast by its shadow),"A silhouette (English: , French: [silwɛt]) is the image of a person, animal, object or scene represented as a solid shape of a single colour, usually black, with its edges matching the outline of the subject."
silica,s,a,6,False,a white or colorless vitreous insoluble solid (SiO2); various forms occur widely in the earth's crust as quartz or cristobalite or tridymite or lechatelierite,
silicate,s,e,8,False,a salt or ester derived from silicic acid,"In chemistry, a silicate is any member of a family of polyatomic anions consisting of silicon and oxygen, usually with the general formula [SiO(4-2x)−4−x]n, where 0 ≤ x < 2."
silicide,s,e,8,False,any of various compounds of silicon with a more electropositive element or radical,A silicide is a type of chemical compound that combines silicon and a usually more electropositive element.
silicle,s,e,7,False,short broad silique occurring in some cruciferous plants,
silicon,s,n,7,False,a tetravalent nonmetallic element; next to oxygen it is the most abundant element in the earth's crust; occurs in clay and feldspar and granite and quartz and sand; used as a semiconductor in transistors,Silicon is a chemical element; it has symbol Si and atomic number 14.
silicone,s,e,8,False,any of a large class of siloxanes that are unusually stable over a wide range of temperatures; used in lubricants and adhesives and coatings and synthetic rubber and electrical insulation,"In organosilicon and polymer chemistry, a silicone or polysiloxane is a polymer composed of repeating units of siloxane (−O−R2Si−O−SiR2−, where R = organic group)."
silicosis,s,s,9,False,a lung disease caused by inhaling particles of silica or quartz or slate,Silicosis is a form of occupational lung disease caused by inhalation of crystalline silica dust.
siliqua,s,a,7,False,narrow elongated seed capsule peculiar to the family Cruciferae,The siliqua (pl.
silique,s,e,7,False,narrow elongated seed capsule peculiar to the family Cruciferae,A silique or siliqua (plural siliques or siliquae) is a type of fruit (seed capsule) having two fused carpels with the length being more than three times the width.
silk,s,k,4,False,a fabric made from the fine threads produced by certain insect larvae,"Silk is a natural protein fiber, some forms of which can be woven into textiles."
silkgrass,s,s,9,False,valuable forage grass of dry upland areas and plains of western North America to northern Mexico,
silkiness,s,s,9,False,the smooth feel of silk fabric,
silks,s,s,5,False,the brightly colored garments of a jockey; emblematic of the stable,
silkscreen,s,n,10,False,a print made using a stencil process in which an image or design is superimposed on a very fine mesh screen and printing ink is squeegeed onto the printing surface through the area of the screen that is not covered by the stencil,
silkweed,s,d,8,False,any of numerous plants of the genus Asclepias having milky juice and pods that split open releasing seeds with downy tufts,
silkwood,s,d,8,False,a fast-growing tropical American evergreen having white flowers and white fleshy edible fruit; bark yields a silky fiber used in cordage and wood is valuable for staves,"Silkwood is a 1983 American biographical drama film directed by Mike Nichols, and starring Meryl Streep, Kurt Russell, and Cher."
silkworm,s,m,8,False,the commercially bred hairless white caterpillar of the domestic silkworm moth which spins a cocoon that can be processed to yield silk fiber; the principal source of commercial silk,
sill,s,l,4,False,structural member consisting of a continuous horizontal timber forming the lowest member of a framework or supporting structure,
sillabub,s,b,8,False,spiced hot milk with rum or wine,
silliness,s,s,9,False,a ludicrous folly,"Silliness is defined as engaging in ""a ludicrous folly"", showing a ""lack of good sense or judgment"", or ""the condition of being frivolous, trivial, or superficial""."
silly,s,y,5,False,a word used for misbehaving children,
silo,s,o,4,False,a cylindrical tower used for storing silage,A silo (from Ancient Greek  σιρός (sirós) 'pit for holding grain') is a structure for storing bulk materials.
siloxane,s,e,8,False,any of a large class of compounds that have alternate silicon and oxygen atoms,"In organosilicon chemistry, a siloxane is an  organic compound containing a functional group of two silicon atoms bound to an oxygen atom:  Si−O−Si."
silt,s,t,4,False,mud or clay or small rocks deposited by a river or lake,Silt is granular material of a size between sand and clay and composed mostly of broken grains of quartz.
siltstone,s,e,9,False,a fine-grained sandstone of consolidated silt,"Siltstone, also known as aleurolite, is a clastic sedimentary rock that is composed mostly of silt."
silurid,s,d,7,False,Old World freshwater catfishes having naked skin and a long anal fin more or less merged with the eellike caudal fin,
silva,s,a,5,False,the forest trees growing in a country or region,"Silva is a Portuguese and Galician surname widespread in the Portuguese-speaking countries, such as Portugal and Brazil."
silvan,s,n,6,False,a spirit that lives in or frequents the woods,
silver,s,r,6,False,a soft white precious univalent metallic element having the highest electrical and thermal conductivity of any metal; occurs in argentite and in free form; used in coins and jewelry and tableware and photography,"Silver is a chemical element; it has symbol Ag (from Latin  argentum 'silver', derived from Proto-Indo-European *h₂erǵ (""shiny, white"")) and atomic number 47."
silverback,s,k,10,False,an adult male gorilla with grey hairs across the back,
silverberry,s,y,11,False,deciduous unarmed North American shrub with silvery leaves and fruits,
silverbush,s,h,10,False,silvery hairy European shrub with evergreen foliage and pale yellow flowers,"Silverbush or Silver bush may refer to various flowering plants with a silvery appearance including:

Argythamnia
Convolvulus cneorum
Sophora tomentosa subsp."
silverfish,s,h,10,False,silver-grey wingless insect found in houses feeding on book bindings and starched clothing,"The silverfish (Lepisma saccharinum) is a species of small, primitive, wingless insect in the order Zygentoma (formerly Thysanura)."
silverpoint,s,t,11,False,a drawing made on specially prepared paper with an instrument having a silver tip (15th and 16th centuries),Silverpoint (one of several types of metalpoint) is a traditional drawing technique and tool first used by medieval scribes on manuscripts.
silverrod,s,d,9,False,plant of eastern North America having creamy white flowers,
silverside,s,e,10,False,small fishes having a silver stripe along each side; abundant along the Atlantic coast of the United States,
silversides,s,s,11,False,small fishes having a silver stripe along each side; abundant along the Atlantic coast of the United States,
silversmith,s,h,11,False,someone who makes or repairs articles of silver,A silversmith is a metalworker who crafts objects from silver.
silverspot,s,t,10,False,butterfly with silver spots on the underside of the hind wings,
silversword,s,d,11,False,low-growing plant found only in volcanic craters on Hawaii having rosettes of narrow pointed silver-green leaves and clusters of profuse red-purple flowers on a tall stem,Silversword is a fantasy role-playing game created by Mario J. Gaida.
silvertip,s,p,9,False,powerful brownish-yellow bear of the uplands of western North America,
silvervine,s,e,10,False,ornamental vine of eastern Asia having yellow edible fruit and leaves with silver-white markings,
silverware,s,e,10,False,tableware made of silver or silver plate or pewter or stainless steel,
silverweed,s,d,10,False,any of various twining shrubs of the genus Argyreia having silvery leaves and showy purple flowers,
silverwork,s,k,10,False,decorative work made of silver,
silverworker,s,r,12,False,someone who makes or repairs articles of silver,
silvex,s,x,6,False,a herbicide that is effective in controlling woody plants but is toxic to animals,
silviculture,s,e,12,False,the branch of forestry dealing with the development and care of forests,"Silviculture is the practice of controlling the growth, composition/structure, as well as quality of forests to meet values and needs, specifically timber production."
sima,s,a,4,False,rock that form the continuous lower layer of the earth's crust; rich in silicon and magnesium,
simal,s,l,5,False,East Indian silk cotton tree yielding fibers inferior to kapok,
simazine,s,e,8,False,a herbicide used to control weeds (especially among crops),Simazine is an herbicide of the triazine class.
simian,s,n,6,False,an ape or monkey,"The simians, anthropoids, or higher primates are an infraorder (Simiiformes ) of primates containing all animals traditionally called monkeys and apes."
similarity,s,y,10,False,the quality of being similar,
simile,s,e,6,False,a figure of speech that expresses a resemblance between things of different kinds (usually formed with `like' or `as'),A simile () is a figure of speech that directly compares two things.
similitude,s,e,10,False,similarity in appearance or character or nature between persons or things,Similitude is a concept applicable to the testing of engineering models.
simmer,s,r,6,False,temperature just below the boiling point,
simmering,s,g,9,False,cooking in a liquid that has been brought to a boil,Simmering is a food preparation technique by which foods are cooked in hot liquids kept just below the boiling point of water (lower than 100 °C or 212 °F) and above poaching temperature (higher than 71–80 °C or 160–176 °F).
simmpleness,s,s,11,False,absence of affectation or pretense,
simnel,s,l,6,False,a crisp bread of fine white flour,
simoleons,s,s,9,False,informal terms for money,
simony,s,y,6,False,traffic in ecclesiastical offices or preferments,Simony () is the act of selling church offices and roles or sacred things.
simoom,s,m,6,False,a violent hot sand-laden wind on the deserts of Arabia and North Africa,"Simoom (Arabic: سموم samūm; from the root س م م s-m-m, سم ""to poison"") is a strong, hot, dry, dust-laden wind."
simoon,s,n,6,False,a violent hot sand-laden wind on the deserts of Arabia and North Africa,
simper,s,r,6,False,a silly self-conscious smile,"As well as being a noun and a verb in its own right (""simper""), Simper is also a surname."
simperer,s,r,8,False,a smiler whose smile is silly and self-conscious and sometimes coy,
simple,s,e,6,False,any herbaceous plant having medicinal properties,
simpleness,s,s,10,False,a lack of penetration or subtlety,
simpleton,s,n,9,False,a person lacking intelligence or common sense,"In folklore, a simpleton is a person whose foolish actions are the subject of often-repeated stories."
simplicity,s,y,10,False,the quality of being simple or uncompounded,Simplicity is the state or quality of being simple.
simplification,s,n,14,False,an explanation that omits superfluous details and reduces complexity,
simplism,s,m,8,False,a simplification that goes too far (to the point of misrepresentation),
simulacrum,s,m,10,False,an insubstantial or vague semblance,"A simulacrum (pl.: simulacra or simulacrums, from Latin simulacrum, which means ""likeness, semblance"") is a representation or imitation of a person or thing."
simulation,s,n,10,False,the act of imitating the behavior of some situation or some process by means of something suitably analogous (especially for the purpose of study or personnel training),A simulation is an imitative representation of a process or system that could exist in the real world.
simulator,s,r,9,False,a machine that simulates an environment for the purpose of training or research,
simulcast,s,t,9,False,a broadcast that is carried simultaneously by radio and television (or by FM and AM radio),"Simulcast (a portmanteau of simultaneous broadcast) is the broadcasting of programmes/programs or events across more than one resolution, bitrate or medium, or more than one service on the same medium, at exactly the same time (that is, simultaneously)."
simultaneity,s,y,12,False,happening or existing or done at the same time,
simultaneousness,s,s,16,False,happening or existing or done at the same time,
simvastatin,s,n,11,False,an oral lipid-lowering medicine (trade name Zocor) administered to reduce blood cholesterol levels; recommended after heart attacks,"Simvastatin, sold under the brand name Zocor among others, is a statin, a type of lipid-lowering medication."
sin,s,n,3,False,estrangement from god,"In a religious context, sin is a transgression against divine law or a law of God."
sinapism,s,m,8,False,a plaster containing powdered black mustard; applied to the skin as a counterirritant or rubefacient,
sincerity,s,y,9,False,an earnest and sincere feeling,"Sincerity is the virtue of one who communicates and acts in accordance with the entirety of their feelings, beliefs, thoughts, and desires in a manner that is honest and genuine."
sinciput,s,t,8,False,the front part of the head or skull (including the forehead),
sine,s,e,4,False,ratio of the length of the side opposite the given angle to the length of the hypotenuse of a right-angled triangle,
sinecure,s,e,8,False,a benefice to which no spiritual or pastoral duties are attached,"A sinecure ( or ; from the Latin sine, 'without', and cura, 'care') is an office, carrying a salary or otherwise generating income, that requires or involves little or no responsibility, labour, or active service."
sinew,s,w,5,False,a cord or band of inelastic tissue connecting a muscle with its bony attachment,
sinfulness,s,s,10,False,estrangement from god,
singalong,s,g,9,False,informal group singing of popular songs,
singe,s,e,5,False,a surface burn,"A singe is a slight scorching, burn or treatment with flame."
singer,s,r,6,False,a person who sings,
singing,s,g,7,False,the act of singing vocal music,Singing is the act of creating musical sounds with the voice.
single,s,e,6,False,a base hit on which the batter stops safely at first base,
singleness,s,s,10,False,without hypocrisy,
singles,s,s,7,False,badminton played with one person on each side,
singlestick,s,k,11,False,a stick used instead of a sword for fencing,Singlestick is a martial art that uses a wooden stick as its weapon.
singlet,s,t,7,False,a collarless men's undergarment for the upper part of the body,
singleton,s,n,9,False,a single object (as distinguished from a pair),
singsong,s,g,8,False,a regular and monotonous rising and falling intonation,
singular,s,r,8,False,the form of a word that is used to denote a singleton,
singularity,s,y,11,False,the quality of being one of a kind,
singultus,s,s,9,False,(usually plural) the state of having reflex spasms of the diaphragm accompanied by a rapid closure of the glottis producing an audible sound; sometimes a symptom of indigestion,
sinistrality,s,y,12,False,preference for using the left hand,
sink,s,k,4,False,plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpipe,"A sink is a bowl-shaped plumbing fixture for washing hands, dishwashing, and other purposes."
sinker,s,r,6,False,a small ring-shaped friedcake,
sinkhole,s,e,8,False,a depression in the ground communicating with a subterranean passage (especially in limestone) and formed by solution or by collapse of a cavern roof,A sinkhole is a depression or hole in the ground caused by some form of collapse of the surface layer.
sinking,s,g,7,False,a descent as through liquid (especially through water),
sinlessness,s,s,11,False,the state of being unsullied by sin or moral wrong; lacking a knowledge of evil,
sinner,s,r,6,False,a person who sins (without repenting),
sinning,s,g,7,False,an act that is regarded by theologians as a transgression of God's will,
sinoper,s,r,7,False,a red ocher formerly used as a pigment,
sinopia,s,a,7,False,a red ocher formerly used as a pigment,"Sinopia (also known as sinoper, named after the now Turkish city Sinop) is a dark reddish-brown natural  earth pigment, whose reddish colour comes from hematite, a dehydrated form of iron oxide."
sinopis,s,s,7,False,a red ocher formerly used as a pigment,
sinuosity,s,y,9,False,having curves,"Sinuosity, sinuosity index, or sinuosity coefficient of a continuously differentiable curve having at least one inflection point is the ratio of the curvilinear length (along the curve) and the Euclidean distance (straight line) between the end points of the curve."
sinuousness,s,s,11,False,having curves,
sinus,s,s,5,False,an abnormal passage leading from a suppurating cavity to the body surface,
sinusitis,s,s,9,False,inflammation of one of the paranasal sinuses,"Sinusitis, also known as rhinosinusitis, is inflammation of the mucous membranes that line the sinuses resulting in symptoms that may include thick nasal mucus, a plugged nose, and facial pain."
sinusoid,s,d,8,False,tiny endothelium-lined passages for blood in the tissue of an organ,
sip,s,p,3,False,a small drink,
siphon,s,n,6,False,a tube running from the liquid in a vessel to a lower level outside the vessel so that atmospheric pressure forces the liquid through the tube,"A siphon (from Ancient Greek  σίφων (síphōn) 'pipe, tube'; also spelled syphon) is any of a wide variety of devices that involve the flow of liquids through tubes."
siphonophore,s,e,12,False,a floating or swimming oceanic colony of polyps often transparent or showily colored,
sipper,s,r,6,False,a drinker who sips,
sipunculid,s,d,10,False,small unsegmented marine worm that when disturbed retracts its anterior portion into the body giving the appearance of a peanut,
sir,s,r,3,False,term of address for a man,"Sir is a formal honorific address in English for men, derived from Sire in the High Middle Ages."
sirdar,s,r,6,False,an important person in India,The rank of Sirdar (Arabic: سردار) – a variant of Sardar – was assigned to the British Commander-in-Chief of the British-controlled Egyptian Army in the late 19th and early 20th centuries.
sire,s,e,4,False,a title of address formerly used for a man of rank and authority,Sire is an archaic respectful form of address to reigning kings in Europe.
siren,s,n,5,False,a sea nymph (part woman and part bird) supposed to lure sailors to destruction on the rocks where the nymphs lived,
sirenian,s,n,8,False,any of two families of large herbivorous aquatic mammals with paddle-shaped tails and flipper-like forelimbs and no hind limbs,
siriasis,s,s,8,False,sudden prostration due to exposure to the sun or excessive heat,
siris,s,s,5,False,large spreading Old World tree having large leaves and globose clusters of greenish-yellow flowers and long seed pods that clatter in the wind,
sirloin,s,n,7,False,the portion of the loin (especially of beef) just in front of the rump,
sirocco,s,o,7,False,a windstorm that lifts up clouds of dust or sand,"Sirocco ( sih-RO-koh), scirocco, or, rarely, siroc is a Mediterranean wind that comes from the Sahara and can reach hurricane speeds in North Africa and Southern Europe, especially during the summer season."
sirrah,s,h,6,False,formerly a contemptuous term of address to an inferior man or boy; often used in anger,
sirup,s,p,5,False,a thick sweet sticky liquid,
sis,s,s,3,False,a female person who has the same parents as another person,
sisal,s,l,5,False,a plant fiber used for making rope,"Sisal (, Spanish: [siˈsal]; Agave sisalana) is a species of flowering plant native to southern Mexico, but widely cultivated and naturalized in many other countries."
sise,s,e,4,False,the cardinal number that is the sum of five and one,Sise is a surname.
sisham,s,m,6,False,East Indian tree whose leaves are used for fodder; yields a compact dark brown durable timber used in shipbuilding and making railroad ties,
siskin,s,n,6,False,small yellow-and-black Eurasian finch with a sharp beak,"The name siskin when referring to a bird is derived from an adaptation of the German dialect words sisschen, zeischen, which are diminutive forms of Middle High German (zîsec) and Middle Low German (ziseke, sisek) words, which are themselves apparently of Slavic origin."
sissiness,s,s,9,False,the trait of being effeminate (derogatory of a man),
sissoo,s,o,6,False,East Indian tree whose leaves are used for fodder; yields a compact dark brown durable timber used in shipbuilding and making railroad ties,
sissu,s,u,5,False,East Indian tree whose leaves are used for fodder; yields a compact dark brown durable timber used in shipbuilding and making railroad ties,Sissu (also known as Khwaling) is a small town in the Lahaul valley of Himachal Pradesh in India.
sissy,s,y,5,False,a timid man or boy considered childish or unassertive,"Sissy (derived from sister), also sissy baby, sissy boy, sissy man, sissy pants, etc., is a pejorative term for a boy or man who does not demonstrate masculine traits, and shows possible signs of fragility."
sister,s,r,6,False,a female person who has the same parents as another person,A sister is a woman or a girl who shares parents or a parent with another individual; a female sibling.
sisterhood,s,d,10,False,the kinship relation between a female offspring and the siblings,
sistership,s,p,10,False,the kinship relation between a female offspring and the siblings,
sitar,s,r,5,False,a stringed instrument of India; has a long neck and movable frets; has 6 or 7 metal strings for playing and usually 13 resonating strings,"The sitar (English:   or ; IAST: sitāra) is a plucked stringed instrument, originating from the Indian subcontinent, used in Hindustani classical music."
sitcom,s,m,6,False,a humorous drama based on situations that might arise in day-to-day life,"A sitcom (a shortening of situation comedy, or situational comedy) is a genre of comedy centred on a fixed set of characters who mostly carry over from episode to episode."
site,s,e,4,False,the piece of land on which something is located (or is to be located),
sitter,s,r,6,False,Dutch astronomer who calculated the size of the universe and suggested that it is expanding (1872-1934),
sitting,s,g,7,False,(photography) the act of assuming a certain position (as for a photograph or portrait),"Sitting is a basic action and resting position in which the body weight is supported primarily by the bony ischial tuberosities with the buttocks in contact with the ground or a horizontal surface such as a chair seat, instead of by the lower limbs as in standing, squatting or kneeling."
situation,s,n,9,False,the general state of things; the combination of circumstances at a given time; ; ; - Franklin D.Roosevelt,
six,s,x,3,False,the cardinal number that is the sum of five and one,
sixer,s,r,5,False,the cardinal number that is the sum of five and one,
sixpack,s,k,7,False,a carton containing six bottles or cans,
sixpence,s,e,8,False,a small coin of the United Kingdom worth six pennies; not minted since 1970,
sixsome,s,e,7,False,six people considered as a unit,
sixteen,s,n,7,False,the cardinal number that is the sum of fifteen and one,
sixteenth,s,h,9,False,position 16 in a countable series of things,
sixth,s,h,5,False,position six in a countable series of things,
sixties,s,s,7,False,the decade from 1960 to 1969,
sixtieth,s,h,8,False,position 60 in a countable series of things,
sixty,s,y,5,False,the cardinal number that is the product of ten and six,
size,s,e,4,False,the physical magnitude of something (how big it is),Size in general is the magnitude or dimensions of a thing.
sizeableness,s,s,12,False,unusual largeness in size or extent or number,
sizing,s,g,6,False,any glutinous material used to fill pores in surfaces or to stiffen fabrics,"Sizing or size is a substance that is applied to, or incorporated into, other materials—especially papers and textiles—to act as a protective filler or glaze."
sizzle,s,e,6,False,a sizzling noise,
skag,s,g,4,False,street names for heroin,Skag is an American drama series that aired on NBC and starred Karl Malden.
skank,s,k,5,False,any substance considered disgustingly foul or unpleasant,
skate,s,e,5,False,sports equipment that is worn on the feet to enable the wearer to glide along and to be propelled by the alternate actions of the legs,
skateboard,s,d,10,False,a board with wheels that is ridden in a standing or crouching position and propelled by foot,A skateboard is a type of sports equipment used for skateboarding.
skateboarder,s,r,12,False,someone who skates on a skateboard,
skateboarding,s,g,13,False,the sport of skating on a skateboard,"Skateboarding is an action sport that involves riding and performing tricks using a skateboard, as well as a recreational activity, an art form, an entertainment industry job, and a method of transportation."
skater,s,r,6,False,someone who skates,
skating,s,g,7,False,the sport of gliding on skates,
skedaddle,s,e,9,False,a hasty flight,Skedaddle (  skid-AD-əl) is a children's game show that aired in late 1988 for six weeks as a part of The Funtastic World of Hanna-Barbera block of shows.
skeet,s,t,5,False,the sport of shooting at clay pigeons that are hurled upward in such a way as to simulate the flight of a bird,
skeg,s,g,4,False,a brace that extends from the rear of the keel to support the rudderpost,A skeg (or skegg or skag) is a sternward extension of the keel of boats and ships which have a rudder mounted on the centre line.
skein,s,n,5,False,coils of worsted yarn,
skeleton,s,n,8,False,something reduced to its minimal form,A skeleton is the structural frame that supports the body of most animals.
skep,s,p,4,False,a large round wicker basket (used on farms),
skepful,s,l,7,False,the quantity a skep can hold,
skeptic,s,c,7,False,someone who habitually doubts accepted beliefs,
skepticism,s,m,10,False,doubt about the truth of something,"Skepticism, also spelled scepticism in British English, is a questioning attitude or doubt toward knowledge claims that are seen as mere belief or dogma."
sketch,s,h,6,False,preliminary drawing for later elaboration,
sketchbook,s,k,10,False,a book containing sheets of paper on which sketches can be drawn,A sketchbook is a book or pad with blank pages for sketching and is frequently used by artists for drawing or painting as a part of their creative process.
sketcher,s,r,8,False,someone who draws sketches,"Sketcher was one of the earliest ""natural media"" raster graphics software applications."
sketchiness,s,s,11,False,incompleteness of details,
skewer,s,r,6,False,a long pin for holding meat in position while it is being roasted,A skewer is a thin metal or wood stick used to hold pieces of food together.
skewness,s,s,8,False,an oblique or slanting asymmetry,"In probability theory and statistics, skewness is a measure of the asymmetry of the probability distribution of a real-valued random variable about its mean."
ski,s,i,3,False,narrow wood or metal or plastic runners used in pairs for gliding over snow,A ski is a narrow strip of semi-rigid material worn underfoot to glide over snow.
skiagram,s,m,8,False,a photographic image produced on a radiosensitive surface by radiation other than visible light (especially by X-rays or gamma rays),
skiagraph,s,h,9,False,a photographic image produced on a radiosensitive surface by radiation other than visible light (especially by X-rays or gamma rays),
skiagraphy,s,y,10,False,the process of making a radiograph; producing an image on a radiosensitive surface by radiation other than visible light,
skibob,s,b,6,False,a vehicle resembling a bicycle but having skis instead of wheels; the rider wears short skis for balancing,
skid,s,d,4,False,one of a pair of planks used to make a track for rolling or sliding objects,
skidder,s,r,7,False,a person who slips or slides because of loss of traction,"A skidder is any type of heavy vehicle used in a logging operation for pulling cut trees out of a forest in a process called ""skidding"", in which the logs are transported from the cutting site to a landing."
skidpan,s,n,7,False,a paved surface on which cars can be made to skid so that drivers can practice controlling them,
skier,s,r,5,False,someone who skis,
skiff,s,f,5,False,any of various small boats propelled by oars or by sails or by a motor,A skiff is any of a variety of essentially unrelated styles of small boats.
skiffle,s,e,7,False,a style of popular music in the 1950s; based on American folk music and played on guitars and improvised percussion instruments,"Skiffle is a genre of folk music with influences from American folk music, blues, country, bluegrass, and jazz, generally performed with a mixture of manufactured and homemade or improvised instruments."
skiing,s,g,6,False,a sport in which participants must travel on skis,Skiing is the use of skis to glide on snow.
skill,s,l,5,False,an ability that has been acquired by training,"A skill is the learned ability to act with determined results with good execution often within a given amount of time, energy, or both."
skillet,s,t,7,False,a pan used for frying foods,
skilletfish,s,h,11,False,clingfish with typical skillet shape,
skillfulness,s,s,12,False,the state of being cognitively skillful,
skilly,s,y,6,False,a thin porridge or soup (usually oatmeal and water flavored with meat),
skim,s,m,4,False,a thin layer covering the surface of a liquid,
skimmer,s,r,7,False,a rapid superficial reader,
skimming,s,g,8,False,the act of removing floating material from the surface of a liquid,
skin,s,n,4,False,a natural protective body covering and site of the sense of touch,"Skin is the layer of usually soft, flexible outer tissue covering the body of a vertebrate animal, with three main functions: protection, regulation, and sensation."
skincare,s,e,8,False,care for the skin,
skinflint,s,t,9,False,a selfish person who is unwilling to give or spend,
skinful,s,l,7,False,a quantity of alcoholic drink sufficient to make you drunk,
skinhead,s,d,8,False,a young person who belongs to a British or American group that shave their heads and gather at rock concerts or engage in white supremacist demonstrations,"A skinhead or skin is a member of a subculture that originated among working-class youths in London, England, in the 1960s."
skinheads,s,s,9,False,a youth subculture that appeared first in England in the late 1960s as a working-class reaction to the hippies; hair was cropped close to the scalp; wore work-shirts and short jeans (supported by suspenders) and heavy red boots; involved in attacks against Asians and football hooliganism,
skink,s,k,5,False,alert agile lizard with reduced limbs and an elongated body covered with shiny scales; more dependent on moisture than most lizards; found in tropical regions worldwide,"Skinks are lizards belonging to the family Scincidae, a family in the infraorder Scincomorpha."
skinner,s,r,7,False,United States actor (1858-1942),
skinniness,s,s,10,False,the bodily property of lacking flesh,
skinny,s,y,6,False,confidential information about a topic or person,
skip,s,p,4,False,a gait in which steps and hops alternate,
skipjack,s,k,8,False,oceanic schooling tuna of considerable value in Pacific but less in Atlantic; reaches 75 pounds; very similar to if not the same as oceanic bonito,
skipper,s,r,7,False,a student who fails to attend classes,
skirl,s,l,5,False,the sound of (the chanter of) a bagpipe,
skirmish,s,h,8,False,a minor short-term fight,
skirmisher,s,r,10,False,"someone who skirmishes (e.g., as a member of a scouting party)","Skirmishers are light infantry or light cavalry soldiers deployed as a vanguard, flank guard or rearguard to screen a tactical position or a larger body of friendly troops from enemy advances."
skirret,s,t,7,False,an Asiatic herb cultivated in Europe for its sweet edible tuberous root,
skirt,s,t,5,False,cloth covering that forms the part of a garment below the waist,"A skirt is the lower part of a dress or a separate outer garment that covers a person from the waist downwards.At its simplest, a skirt can be a draped garment made out of a single piece of fabric (such as pareos)."
skit,s,t,4,False,a short theatrical episode,
skittishness,s,s,12,False,characterized by nervousness and quickness to take fright,
skittle,s,e,7,False,a bowling pin of the type used in playing ninepins or (in England) skittles,
skittles,s,s,8,False,a bowling game that is played by rolling a bowling ball down a bowling alley at a target of nine wooden pins,
skivvy,s,y,6,False,a female domestic servant who does all kinds of menial work,
skua,s,a,4,False,gull-like jaeger of northern seas,"The skuas  are a group of predatory seabirds with seven species forming the genus Stercorarius, the only genus in the family Stercorariidae."
skulduggery,s,y,11,False,verbal misrepresentation intended to take advantage of you in some way,
skulker,s,r,7,False,someone shirking their duty by feigning illness or incapacity,Skulker was an ARIA Award-nominated rock band from Sydney that formed in 1994.
skulking,s,g,8,False,evading duty or work by pretending to be incapacitated,
skull,s,l,5,False,the bony skeleton of the head of vertebrates,The skull is a bone protective cavity for the brain.
